benchmark,period,edge,operator_flow,node_balance_flow,exact_difference
synthetic_scale_500u_1022e_4p,k1,e763,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e764,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e765,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e766,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e767,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e768,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e769,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e770,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e771,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e772,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e773,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e774,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e775,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e776,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e777,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e778,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e779,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e780,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e781,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e782,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e783,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e784,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e785,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e786,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e787,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e788,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e789,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e790,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e791,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e792,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e793,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e794,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e795,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e796,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e797,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e798,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e799,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e800,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e801,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e802,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e803,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e804,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e805,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e806,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e807,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e808,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e809,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e810,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e811,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e812,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e813,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e814,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e815,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e816,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e817,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e818,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e819,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e820,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e821,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e822,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e823,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e824,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e825,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e826,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e827,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e828,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e829,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e830,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e831,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e832,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e833,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e834,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e835,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e836,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e837,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e838,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e839,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e840,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e841,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e842,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e843,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e844,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e845,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e846,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e847,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e848,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e849,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e850,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e851,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e852,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e853,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e854,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e855,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e856,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e857,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e858,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e859,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e860,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e861,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e862,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e863,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e864,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e865,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e866,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e867,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e868,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e869,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e870,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e871,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e872,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e873,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e874,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e875,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e876,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e877,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e878,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e879,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e880,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e881,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e882,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e883,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e884,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e885,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e886,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e887,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e888,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e889,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e890,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e891,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e892,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e893,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e894,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e895,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e896,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e897,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e898,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e899,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e900,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e901,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e902,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e903,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e904,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e905,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e906,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e907,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e908,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e909,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e910,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e911,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e912,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e913,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e914,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e915,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e916,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e917,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e918,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e919,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e920,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e921,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e922,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e923,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e924,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e925,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e926,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e927,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e928,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e929,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e930,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e931,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e932,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e933,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e934,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e935,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e936,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e937,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e938,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e939,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e940,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e941,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e942,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e943,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e944,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e945,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e946,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e947,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e948,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e949,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e950,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e951,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e952,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e953,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e954,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e955,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e956,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e957,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e958,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e959,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e960,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e961,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e962,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e963,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e964,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e965,18.181818181818183,18.181818181818183,0
synthetic_scale_500u_1022e_4p,k1,e966,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e967,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e968,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e969,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e970,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e971,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e972,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e973,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e974,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e975,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e976,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e977,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e978,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e979,35.35353535353536,35.35353535353536,0
synthetic_scale_500u_1022e_4p,k1,e980,42.42424242424242,42.42424242424242,0
synthetic_scale_500u_1022e_4p,k1,e981,49.494949494949495,49.494949494949495,0
synthetic_scale_500u_1022e_4p,k1,e982,15.151515151515152,15.151515151515152,0
synthetic_scale_500u_1022e_4p,k1,e983,32.323232323232325,32.323232323232325,0
synthetic_scale_500u_1022e_4p,k1,e984,39.39393939393939,39.39393939393939,0
synthetic_scale_500u_1022e_4p,k1,e985,46.464646464646464,46.464646464646464,0
synthetic_scale_500u_1022e_4p,k1,e986,13.333333333333334,13.333333333333334,0
synthetic_scale_500u_1022e_4p,k1,e987,17.575757575757574,17.575757575757574,0
synthetic_scale_500u_1022e_4p,k1,e988,36.36363636363637,36.36363636363637,0
synthetic_scale_500u_1022e_4p,k1,e989,43.43434343434343,43.43434343434343,0
synthetic_scale_500u_1022e_4p,k1,e990,50.505050505050505,50.505050505050505,0
synthetic_scale_500u_1022e_4p,k1,e991,15.757575757575758,15.757575757575758,0
synthetic_scale_500u_1022e_4p,k1,e992,33.333333333333336,33.333333333333336,0
synthetic_scale_500u_1022e_4p,k1,e993,40.4040404040404,40.4040404040404,0
synthetic_scale_500u_1022e_4p,k1,e994,47.474747474747474,47.474747474747474,0
synthetic_scale_500u_1022e_4p,k1,e995,13.93939393939394,13.93939393939394,0
synthetic_scale_500u_1022e_4p,k1,e996,30.303030303030305,30.303030303030305,0
synthetic_scale_500u_1022e_4p,k1,e997,37.37373737373738,37.37373737373738,0
synthetic_scale_500u_1022e_4p,k1,e998,44.44444444444444,44.44444444444444,0
synthetic_scale_500u_1022e_4p,k1,e999,12.121212121212121,12.121212121212121,0
synthetic_scale_500u_1022e_4p,k1,e1000,16.363636363636363,16.363636363636363,0
synthetic_scale_500u_1022e_4p,k1,e1001,34.343434343434346,34.343434343434346,0
synthetic_scale_500u_1022e_4p,k1,e1002,41.41414141414141,41.41414141414141,0
synthetic_scale_500u_1022e_4p,k1,e1003,48.484848484848484,48.484848484848484,0
synthetic_scale_500u_1022e_4p,k1,e1004,14.545454545454545,14.545454545454545,0
synthetic_scale_500u_1022e_4p,k1,e1005,31.31313131313131,31.31313131313131,0
synthetic_scale_500u_1022e_4p,k1,e1006,38.38383838383838,38.38383838383838,0
synthetic_scale_500u_1022e_4p,k1,e1007,45.45454545454545,45.45454545454545,0
synthetic_scale_500u_1022e_4p,k1,e1008,12.727272727272727,12.727272727272727,0
synthetic_scale_500u_1022e_4p,k1,e1009,16.96969696969697,16.96969696969697,0
synthetic_scale_500u_1022e_4p,k1,e1010,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1011,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1012,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1013,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1014,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1015,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1016,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1017,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1018,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1019,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1020,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k1,e1021,0.0,0.0,0
synthetic_scale_500u_1022e_4p,k2,e0,8660.892811935084,8660.892811935084,0
synthetic_scale_500u_1022e_4p,k2,e1,8135.554070538133,8135.554070538133,0
synthetic_scale_500u_1022e_4p,k2,e2,4250.06717972678,4250.06717972678,0
synthetic_scale_500u_1022e_4p,k2,e3,4237.607775969604,4237.607775969604,0
synthetic_scale_500u_1022e_4p,k2,e4,4199.994481608421,4199.994481608421,0
synthetic_scale_500u_1022e_4p,k2,e5,3772.848507518949,3772.848507518949,0
synthetic_scale_500u_1022e_4p,k2,e6,2101.078623017095,2101.078623017095,0
synthetic_scale_500u_1022e_4p,k2,e7,2063.9872131151487,2063.9872131151487,0
synthetic_scale_500u_1022e_4p,k2,e8,2080.636110975936,2080.636110975936,0
synthetic_scale_500u_1022e_4p,k2,e9,2072.2195094742756,2072.2195094742756,0
synthetic_scale_500u_1022e_4p,k2,e10,2104.0735815806065,2104.0735815806065,0
synthetic_scale_500u_1022e_4p,k2,e11,2011.9210103956461,2011.9210103956461,0
synthetic_scale_500u_1022e_4p,k2,e12,2063.9872131151487,2063.9872131151487,0
synthetic_scale_500u_1022e_4p,k2,e13,1633.4043242534217,1633.4043242534217,0
synthetic_scale_500u_1022e_4p,k2,e14,1043.5265008413721,1043.5265008413721,0
synthetic_scale_500u_1022e_4p,k2,e15,1015.5305497153812,1015.5305497153812,0
synthetic_scale_500u_1022e_4p,k2,e16,1021.6264422992663,1021.6264422992663,0
synthetic_scale_500u_1022e_4p,k2,e17,1001.0810265535795,1001.0810265535795,0
synthetic_scale_500u_1022e_4p,k2,e18,1010.17218487625,1010.17218487625,0
synthetic_scale_500u_1022e_4p,k2,e19,1028.8512038801673,1028.8512038801673,0
synthetic_scale_500u_1022e_4p,k2,e20,1003.7903121464173,1003.7903121464173,0
synthetic_scale_500u_1022e_4p,k2,e21,1026.9848071383728,1026.9848071383728,0
synthetic_scale_500u_1022e_4p,k2,e22,1055.266738410336,1055.266738410336,0
synthetic_scale_500u_1022e_4p,k2,e23,1006.7253715386582,1006.7253715386582,0
synthetic_scale_500u_1022e_4p,k2,e24,979.1809680114736,979.1809680114736,0
synthetic_scale_500u_1022e_4p,k2,e25,992.5016221762596,992.5016221762596,0
synthetic_scale_500u_1022e_4p,k2,e26,993.6304911732753,993.6304911732753,0
synthetic_scale_500u_1022e_4p,k2,e27,1029.0769776795703,1029.0769776795703,0
synthetic_scale_500u_1022e_4p,k2,e28,981.6644798049083,981.6644798049083,0
synthetic_scale_500u_1022e_4p,k2,e29,619.071757963445,619.071757963445,0
synthetic_scale_500u_1022e_4p,k2,e30,516.8594434976496,516.8594434976496,0
synthetic_scale_500u_1022e_4p,k2,e31,505.7965273268951,505.7965273268951,0
synthetic_scale_500u_1022e_4p,k2,e32,487.2108281600276,487.2108281600276,0
synthetic_scale_500u_1022e_4p,k2,e33,508.009110561046,508.009110561046,0
synthetic_scale_500u_1022e_4p,k2,e34,520.6208349957061,520.6208349957061,0
synthetic_scale_500u_1022e_4p,k2,e35,480.57307845757487,480.57307845757487,0
synthetic_scale_500u_1022e_4p,k2,e36,493.6273195390652,493.6273195390652,0
synthetic_scale_500u_1022e_4p,k2,e37,487.4320864834427,487.4320864834427,0
synthetic_scale_500u_1022e_4p,k2,e38,510.72321266164056,510.72321266164056,0
synthetic_scale_500u_1022e_4p,k2,e39,479.2455285170843,479.2455285170843,0
synthetic_scale_500u_1022e_4p,k2,e40,496.7249360668764,496.7249360668764,0
synthetic_scale_500u_1022e_4p,k2,e41,511.54924373568747,511.54924373568747,0
synthetic_scale_500u_1022e_4p,k2,e42,478.360495223424,478.360495223424,0
synthetic_scale_500u_1022e_4p,k2,e43,505.3540106800649,505.3540106800649,0
synthetic_scale_500u_1022e_4p,k2,e44,533.3948155341435,533.3948155341435,0
synthetic_scale_500u_1022e_4p,k2,e45,473.0502954614618,473.0502954614618,0
synthetic_scale_500u_1022e_4p,k2,e46,525.9310347576683,525.9310347576683,0
synthetic_scale_500u_1022e_4p,k2,e47,508.2303688844611,508.2303688844611,0
synthetic_scale_500u_1022e_4p,k2,e48,466.6338040824242,466.6338040824242,0
synthetic_scale_500u_1022e_4p,k2,e49,519.9570600254608,519.9570600254608,0
synthetic_scale_500u_1022e_4p,k2,e50,435.21512215748146,435.21512215748146,0
synthetic_scale_500u_1022e_4p,k2,e51,524.3822264937627,524.3822264937627,0
synthetic_scale_500u_1022e_4p,k2,e52,490.3084446878388,490.3084446878388,0
synthetic_scale_500u_1022e_4p,k2,e53,482.3431450448956,482.3431450448956,0
synthetic_scale_500u_1022e_4p,k2,e54,478.8030118702542,478.8030118702542,0
synthetic_scale_500u_1022e_4p,k2,e55,494.9548694795557,494.9548694795557,0
synthetic_scale_500u_1022e_4p,k2,e56,465.0849958185186,465.0849958185186,0
synthetic_scale_500u_1022e_4p,k2,e57,543.4104423074604,543.4104423074604,0
synthetic_scale_500u_1022e_4p,k2,e58,430.5686973657646,430.5686973657646,0
synthetic_scale_500u_1022e_4p,k2,e59,531.4624928430455,531.4624928430455,0
synthetic_scale_500u_1022e_4p,k2,e60,488.7596364239332,488.7596364239332,0
synthetic_scale_500u_1022e_4p,k2,e61,117.93068638024282,117.93068638024282,0
synthetic_scale_500u_1022e_4p,k2,e62,234.61347581642454,234.61347581642454,0
synthetic_scale_500u_1022e_4p,k2,e63,271.90877881127204,271.90877881127204,0
synthetic_scale_500u_1022e_4p,k2,e64,236.56497422894563,236.56497422894563,0
synthetic_scale_500u_1022e_4p,k2,e65,259.11562255141155,259.11562255141155,0
synthetic_scale_500u_1022e_4p,k2,e66,226.3738158524466,226.3738158524466,0
synthetic_scale_500u_1022e_4p,k2,e67,251.09279574438042,251.09279574438042,0
synthetic_scale_500u_1022e_4p,k2,e68,245.67196682071074,245.67196682071074,0
synthetic_scale_500u_1022e_4p,k2,e69,252.17696152911435,252.17696152911435,0
synthetic_scale_500u_1022e_4p,k2,e70,275.59494247936743,275.59494247936743,0
synthetic_scale_500u_1022e_4p,k2,e71,234.61347581642454,234.61347581642454,0
synthetic_scale_500u_1022e_4p,k2,e72,222.6876521843512,222.6876521843512,0
synthetic_scale_500u_1022e_4p,k2,e73,248.27396470407217,248.27396470407217,0
