period,user,stage2_ratio,stage3_ratio
k3,f249,0.6,0.6
k4,f249,0.6,0.6
k1,f250,1.0,1.0
k2,f250,0.6239999999998468,0.6
k3,f250,0.6,0.6
k4,f250,0.6,0.6
k1,f251,1.0,0.6
k2,f251,1.0,0.6
k3,f251,0.6,0.6
k4,f251,0.6,0.6
k1,f252,1.0,0.6
k2,f252,1.0,0.6
k3,f252,0.6,0.6
k4,f252,0.6,0.6
k1,f253,1.0,1.0
k2,f253,1.0,1.0
k3,f253,0.6,0.6
k4,f253,0.6,0.6
k1,f254,1.0,1.0
k2,f254,1.0,0.6
k3,f254,0.6,0.6
k4,f254,0.6,0.6
k1,f255,1.0,1.0
k2,f255,1.0,1.0
k3,f255,0.6,1.0
k4,f255,0.6,0.6
k1,f256,1.0,0.6
k2,f256,1.0,0.6
k3,f256,0.6,0.6
k4,f256,0.6,0.6
k1,f257,1.0,1.0
k2,f257,1.0,1.0
k3,f257,0.6,1.0
k4,f257,0.6,0.6
k1,f258,1.0,1.0
k2,f258,1.0,1.0
k3,f258,0.6,1.0
k4,f258,0.6,0.6
k1,f259,1.0,1.0
k2,f259,1.0,1.0
k3,f259,0.6,1.0
k4,f259,0.6,0.6
k1,f260,1.0,0.6
k2,f260,1.0,0.6
k3,f260,0.6,0.6
k4,f260,0.6,0.6
k1,f261,1.0,0.6
k2,f261,1.0,0.6
k3,f261,0.6,0.6
k4,f261,0.6,0.6
k1,f262,1.0,1.0
k2,f262,1.0,1.0
k3,f262,0.6,0.6
k4,f262,0.6,0.6
k1,f263,1.0,1.0
k2,f263,1.0,1.0
k3,f263,0.6,1.0
k4,f263,0.6,0.6
k1,f264,1.0,1.0
k2,f264,1.0,1.0
k3,f264,0.6,1.0
k4,f264,0.6,0.6
k1,f265,1.0,0.6
k2,f265,1.0,0.6
k3,f265,0.6,0.6
k4,f265,0.6,0.6
k1,f266,1.0,1.0
k2,f266,1.0,1.0
k3,f266,0.6,1.0
k4,f266,0.6,0.6
k1,f267,1.0,1.0
k2,f267,1.0,0.6
k3,f267,0.6,0.6
k4,f267,0.6,0.6
k1,f268,1.0,1.0
k2,f268,1.0,1.0
k3,f268,0.6,0.6
k4,f268,0.6,0.6
k1,f269,1.0,0.6
k2,f269,1.0,0.6
k3,f269,0.6,0.6
k4,f269,0.6,0.6
k1,f270,1.0,0.6
k2,f270,1.0,0.6
k3,f270,0.6,0.6
k4,f270,0.6,0.6
k1,f271,1.0,1.0
k2,f271,1.0,1.0
k3,f271,0.6,0.6
k4,f271,0.6,0.6
k1,f272,1.0,1.0
k2,f272,1.0,0.6
k3,f272,0.6,0.6
k4,f272,0.6,0.6
k1,f273,1.0,0.6
k2,f273,1.0,0.6
k3,f273,0.6,0.6
k4,f273,0.6,0.6
k1,f274,1.0,0.6
k2,f274,1.0,0.6
k3,f274,0.6,0.6
k4,f274,0.6,0.6
k1,f275,1.0,1.0
k2,f275,1.0,1.0
k3,f275,0.6,0.6
k4,f275,0.6,0.6
k1,f276,1.0,1.0
k2,f276,1.0,0.6
k3,f276,0.6,0.6
k4,f276,0.6,0.6
k1,f277,1.0,1.0
k2,f277,1.0,1.0
k3,f277,0.6,0.6
k4,f277,0.6,0.6
k1,f278,1.0,0.6
k2,f278,1.0,0.6
k3,f278,0.6,0.6
k4,f278,0.6,0.6
k1,f279,1.0,1.0
k2,f279,1.0,1.0
k3,f279,0.6,0.9099999999974199
k4,f279,0.6,0.6
k1,f280,1.0,1.0
k2,f280,1.0,1.0
k3,f280,0.6,1.0
k4,f280,0.6,0.6
k1,f281,1.0,1.0
k2,f281,1.0,1.0
k3,f281,0.6,0.6
k4,f281,0.6,0.6
k1,f282,1.0,0.6
k2,f282,1.0,0.6
k3,f282,0.6,0.6
k4,f282,0.6,0.6
k1,f283,1.0,0.6
k2,f283,1.0,0.6
k3,f283,0.6,0.6
k4,f283,0.6,0.6
k1,f284,1.0,1.0
k2,f284,1.0,1.0
k3,f284,0.6,1.0
k4,f284,0.6,0.6
k1,f285,1.0,1.0
k2,f285,1.0,0.6
k3,f285,0.6,0.6
k4,f285,0.6,0.6
k1,f286,1.0,1.0
k2,f286,1.0,1.0
k3,f286,0.6,1.0
k4,f286,0.6,0.6
k1,f287,1.0,0.6
k2,f287,1.0,0.6
k3,f287,0.6,0.6
k4,f287,0.6,0.6
k1,f288,1.0,1.0
k2,f288,1.0,1.0
k3,f288,0.6,0.6
k4,f288,0.6,0.6
k1,f289,1.0,1.0
k2,f289,1.0,1.0
k3,f289,0.6,0.6
k4,f289,0.6,0.6
k1,f290,1.0,1.0
k2,f290,1.0,1.0
k3,f290,0.6,0.6
k4,f290,0.6,0.6
k1,f291,1.0,0.6
k2,f291,1.0,0.6
k3,f291,0.6,0.6
k4,f291,0.6,0.6
k1,f292,1.0,0.6
k2,f292,1.0,0.6
k3,f292,0.6,0.6
k4,f292,0.6,0.6
k1,f293,1.0,1.0
k2,f293,1.0,0.6
k3,f293,0.6,0.6
k4,f293,0.6,0.6
k1,f294,1.0,1.0
k2,f294,1.0,0.6
k3,f294,0.6,0.6
k4,f294,0.6,0.6
k1,f295,1.0,1.0
k2,f295,1.0,1.0
k3,f295,0.6,0.6
k4,f295,0.6,0.6
k1,f296,1.0,0.6
k2,f296,1.0,0.6
k3,f296,0.6,0.6
k4,f296,0.6,0.6
k1,f297,1.0,1.0
k2,f297,1.0,1.0
k3,f297,0.6,1.0
k4,f297,0.6,0.6
k1,f298,1.0,1.0
k2,f298,1.0,0.6
k3,f298,0.6,0.6
k4,f298,0.6,0.6
k1,f299,1.0,1.0
k2,f299,1.0,0.6
k3,f299,0.6,0.6
k4,f299,0.6,0.6
k1,f300,1.0,0.6
k2,f300,1.0,0.6
k3,f300,0.6,0.6
k4,f300,0.6,0.6
k1,f301,1.0,0.6
k2,f301,1.0,0.6
k3,f301,0.6,0.6
k4,f301,0.6,0.6
k1,f302,1.0,1.0
k2,f302,1.0,1.0
k3,f302,0.6,1.0
k4,f302,0.6,0.6
k1,f303,1.0,1.0
k2,f303,1.0,1.0
k3,f303,0.6,0.6
k4,f303,0.6,0.6
k1,f304,1.0,0.6
k2,f304,1.0,0.6
k3,f304,0.6,0.6
k4,f304,0.6,0.6
k1,f305,1.0,0.6
k2,f305,1.0,0.6
k3,f305,0.6,0.6
k4,f305,0.6,0.6
k1,f306,1.0,1.0
k2,f306,1.0,1.0
k3,f306,0.6,1.0
k4,f306,0.6,0.6
k1,f307,1.0,1.0
k2,f307,1.0,1.0
k3,f307,0.6,1.0
k4,f307,0.6,0.6
k1,f308,1.0,1.0
k2,f308,1.0,0.6
k3,f308,0.6,0.6
k4,f308,0.6,0.6
k1,f309,1.0,0.6
k2,f309,1.0,0.6
k3,f309,0.6,0.6
k4,f309,0.6,0.6
k1,f310,1.0,1.0
k2,f310,1.0,0.6
k3,f310,0.6,0.6
k4,f310,0.6,0.6
k1,f311,1.0,1.0
k2,f311,1.0,1.0
k3,f311,0.6,1.0
k4,f311,0.6,0.6
k1,f312,1.0,1.0
k2,f312,1.0,0.6
k3,f312,0.6,0.6
k4,f312,0.6,0.6
k1,f313,1.0,0.6
k2,f313,1.0,0.6
k3,f313,0.6,0.6
k4,f313,0.6,0.6
k1,f314,1.0,0.6
k2,f314,1.0,0.6
k3,f314,0.6,0.6
k4,f314,0.6,0.6
k1,f315,1.0,1.0
k2,f315,1.0,1.0
k3,f315,0.6,1.0
k4,f315,0.6,0.6
k1,f316,1.0,1.0
k2,f316,1.0,1.0
k3,f316,0.6,1.0
k4,f316,0.6,0.6
k1,f317,1.0,1.0
k2,f317,1.0,1.0
k3,f317,0.6,1.0
k4,f317,0.6,0.6
k1,f318,1.0,0.6
k2,f318,1.0,0.6
k3,f318,0.6,0.6
k4,f318,0.6,0.6
k1,f319,1.0,1.0
k2,f319,1.0,1.0
k3,f319,0.6,0.6
k4,f319,0.6,0.6
k1,f320,1.0,1.0
k2,f320,1.0,1.0
k3,f320,0.6,1.0
k4,f320,0.6,0.6
k1,f321,1.0,1.0
k2,f321,1.0,0.6
k3,f321,0.6,0.6
k4,f321,0.6,0.6
k1,f322,1.0,0.6
k2,f322,1.0,0.6
k3,f322,0.6,0.6
k4,f322,0.6,0.6
k1,f323,1.0,0.6
k2,f323,1.0,0.6
k3,f323,0.6,0.6
k4,f323,0.6,0.6
k1,f324,1.0,1.0
k2,f324,1.0,1.0
k3,f324,0.6,1.0
k4,f324,0.6,0.6
k1,f325,1.0,1.0
k2,f325,1.0,0.6
k3,f325,0.6,0.6
k4,f325,0.6,0.6
k1,f326,1.0,1.0
k2,f326,1.0,1.0
k3,f326,0.6,1.0
k4,f326,0.6,0.6
k1,f327,1.0,0.6
k2,f327,1.0,0.6
k3,f327,0.6,0.6
k4,f327,0.6,0.6
k1,f328,1.0,1.0
k2,f328,1.0,1.0
k3,f328,0.6,1.0
k4,f328,0.6,0.6
k1,f329,1.0,1.0
k2,f329,1.0,0.6
k3,f329,0.6,0.6
k4,f329,0.6,0.6
k1,f330,1.0,1.0
k2,f330,1.0,0.6
k3,f330,0.6,0.6
k4,f330,0.6,0.6
k1,f331,1.0,0.6
k2,f331,1.0,0.6
k3,f331,0.6,0.6
k4,f331,0.6,0.6
k1,f332,1.0,0.6
k2,f332,1.0,0.6
k3,f332,0.6,0.6
k4,f332,0.6,0.6
k1,f333,1.0,1.0
k2,f333,1.0,1.0
k3,f333,0.6,1.0
k4,f333,0.6,0.6
k1,f334,1.0,1.0
k2,f334,1.0,0.6
k3,f334,0.6,0.6
k4,f334,0.6,0.6
k1,f335,1.0,0.6
k2,f335,1.0,0.6
k3,f335,0.6,0.6
k4,f335,0.6,0.6
k1,f336,1.0,0.6
k2,f336,1.0,0.6
k3,f336,0.6,0.6
k4,f336,0.6,0.6
k1,f337,1.0,1.0
k2,f337,1.0,1.0
k3,f337,0.6,1.0
k4,f337,0.6,0.6
k1,f338,1.0,1.0
k2,f338,1.0,1.0
k3,f338,0.6,1.0
k4,f338,0.6,0.6
k1,f339,1.0,1.0
k2,f339,1.0,1.0
k3,f339,0.6,0.6
k4,f339,0.6,0.6
k1,f340,1.0,0.6
k2,f340,1.0,0.6
k3,f340,0.6,0.6
k4,f340,0.6,0.6
k1,f341,1.0,1.0
k2,f341,1.0,0.6
k3,f341,0.6,0.6
k4,f341,0.6,0.6
k1,f342,1.0,1.0
k2,f342,1.0,1.0
k3,f342,0.6,1.0
k4,f342,0.6,0.6
k1,f343,1.0,1.0
k2,f343,1.0,1.0
k3,f343,0.6,1.0
k4,f343,0.6,0.6
k1,f344,1.0,0.6
k2,f344,1.0,0.6
k3,f344,0.6,0.6
k4,f344,0.6,0.6
k1,f345,1.0,0.6
k2,f345,1.0,0.6
k3,f345,0.6,0.6
k4,f345,0.6,0.6
k1,f346,1.0,1.0
k2,f346,1.0,1.0
k3,f346,0.6,1.0
k4,f346,0.6,0.6
k1,f347,1.0,1.0
k2,f347,1.0,0.6
k3,f347,0.6,0.6
k4,f347,0.6,0.6
k1,f348,1.0,1.0
k2,f348,1.0,0.6
k3,f348,0.6,0.6
k4,f348,0.6,0.6
k1,f349,1.0,0.6
k2,f349,1.0,0.6
k3,f349,0.6,0.6
k4,f349,0.6,0.6
k1,f350,1.0,1.0
k2,f350,1.0,1.0
k3,f350,0.6,1.0
k4,f350,0.6,0.6
k1,f351,1.0,1.0
k2,f351,1.0,1.0
k3,f351,0.6,1.0
k4,f351,0.6,0.6
k1,f352,1.0,1.0
k2,f352,1.0,1.0
k3,f352,0.6,1.0
k4,f352,0.6,0.6
k1,f353,1.0,0.6
k2,f353,1.0,0.6
k3,f353,0.6,0.6
k4,f353,0.6,0.6
k1,f354,1.0,0.6
k2,f354,1.0,0.6
k3,f354,0.6,0.6
k4,f354,0.6,0.6
k1,f355,1.0,1.0
k2,f355,1.0,1.0
k3,f355,0.6,0.6
k4,f355,0.6,0.6
k1,f356,1.0,1.0
k2,f356,1.0,0.6
k3,f356,0.6,0.6
k4,f356,0.6,0.6
k1,f357,1.0,1.0
k2,f357,1.0,1.0
k3,f357,0.6,1.0
k4,f357,0.6,0.6
k1,f358,1.0,0.6
k2,f358,1.0,0.6
k3,f358,0.6,0.6
k4,f358,0.6,0.6
k1,f359,1.0,1.0
k2,f359,1.0,1.0
k3,f359,0.6,0.6
k4,f359,0.6,0.6
k1,f360,1.0,1.0
k2,f360,1.0,0.6
k3,f360,0.6,0.6
k4,f360,0.6,0.6
k1,f361,1.0,1.0
k2,f361,1.0,1.0
k3,f361,0.6,1.0
k4,f361,0.6,0.6
k1,f362,1.0,0.6
k2,f362,1.0,0.6
k3,f362,0.6,0.6
k4,f362,0.6,0.6
k1,f363,1.0,0.6
k2,f363,1.0,0.6
k3,f363,0.6,0.6
k4,f363,0.6,0.6
k1,f364,1.0,1.0
k2,f364,1.0,1.0
k3,f364,0.6,0.6
k4,f364,0.6,0.6
k1,f365,1.0,1.0
k2,f365,1.0,1.0
k3,f365,0.6,1.0
k4,f365,0.6,0.6
k1,f366,1.0,0.6
k2,f366,1.0,0.6
k3,f366,0.6,0.6
k4,f366,0.6,0.6
k1,f367,1.0,0.6
k2,f367,1.0,0.6
k3,f367,0.6,0.6
k4,f367,0.6,0.6
k1,f368,1.0,1.0
k2,f368,1.0,1.0
k3,f368,0.6,0.6
k4,f368,0.6,0.6
k1,f369,1.0,1.0
k2,f369,1.0,1.0
k3,f369,0.6,1.0
k4,f369,0.6,0.6
k1,f370,1.0,1.0
k2,f370,1.0,0.6
k3,f370,0.6,0.6
k4,f370,0.6,0.6
k1,f371,1.0,0.6
k2,f371,1.0,0.6
k3,f371,0.6,0.6
k4,f371,0.6,0.6
k1,f372,1.0,1.0
k2,f372,1.0,1.0
k3,f372,0.6,1.0
k4,f372,0.6,0.6
k1,f373,1.0,1.0
k2,f373,1.0,1.0
k3,f373,0.6,1.0
k4,f373,0.6,0.6
k1,f374,1.0,1.0
k2,f374,1.0,0.6
k3,f374,0.6,0.6
k4,f374,0.6,0.6
k1,f375,1.0,0.6
k2,f375,1.0,0.6
k3,f375,0.6,0.6
k4,f375,0.6,0.6
k1,f376,1.0,0.6
k2,f376,1.0,0.6
k3,f376,0.9159999999999123,0.6
k4,f376,0.6,0.6
k1,f377,1.0,1.0
k2,f377,1.0,1.0
k3,f377,1.0,1.0
k4,f377,0.6,0.6
k1,f378,1.0,1.0
k2,f378,1.0,1.0
k3,f378,1.0,0.6
k4,f378,0.6,0.6
k1,f379,1.0,1.0
k2,f379,1.0,0.6
k3,f379,1.0,0.6
k4,f379,0.6,0.6
k1,f380,1.0,0.6
k2,f380,1.0,0.6
k3,f380,1.0,0.6
k4,f380,0.6,0.6
k1,f381,1.0,1.0
k2,f381,1.0,0.6
k3,f381,1.0,0.6
k4,f381,0.6,0.6
k1,f382,1.0,1.0
k2,f382,1.0,1.0
k3,f382,1.0,1.0
k4,f382,0.6,0.6
k1,f383,1.0,1.0
k2,f383,1.0,1.0
k3,f383,1.0,1.0
k4,f383,0.6,0.6
k1,f384,1.0,0.6
k2,f384,1.0,0.6
k3,f384,1.0,0.6
k4,f384,0.6,0.6
k1,f385,1.0,0.6
k2,f385,1.0,0.6
k3,f385,1.0,0.6
k4,f385,0.6,0.6
k1,f386,1.0,1.0
k2,f386,1.0,1.0
k3,f386,1.0,0.6
k4,f386,0.6,0.6
k1,f387,1.0,1.0
k2,f387,1.0,1.0
k3,f387,1.0,1.0
k4,f387,0.6,0.6
k1,f388,1.0,1.0
k2,f388,1.0,1.0
k3,f388,1.0,1.0
k4,f388,0.6,0.6
k1,f389,1.0,0.6
k2,f389,1.0,0.6
k3,f389,1.0,0.6
k4,f389,0.6,0.6
k1,f390,1.0,1.0
k2,f390,1.0,1.0
k3,f390,1.0,0.6
k4,f390,0.6,0.6
k1,f391,1.0,1.0
k2,f391,1.0,1.0
k3,f391,1.0,0.6
k4,f391,0.6,0.6
k1,f392,1.0,1.0
k2,f392,1.0,0.6
k3,f392,1.0,0.6
k4,f392,0.6,0.6
k1,f393,1.0,0.6
k2,f393,1.0,0.6
k3,f393,1.0,0.6
k4,f393,0.6,0.6
k1,f394,1.0,0.6
k2,f394,1.0,0.6
k3,f394,1.0,0.6
k4,f394,0.6,0.6
k1,f395,1.0,1.0
k2,f395,1.0,1.0
k3,f395,1.0,0.6
k4,f395,0.6,0.6
k1,f396,1.0,1.0
k2,f396,1.0,0.6
k3,f396,1.0,0.6
k4,f396,0.6,0.6
k1,f397,1.0,0.6
k2,f397,1.0,0.6
k3,f397,1.0,0.6
k4,f397,0.6,0.6
k1,f398,1.0,0.6
k2,f398,1.0,0.6
k3,f398,1.0,0.6
k4,f398,0.6,0.6
k1,f399,1.0,1.0
k2,f399,1.0,1.0
k3,f399,1.0,1.0
k4,f399,0.6,0.6
k1,f400,1.0,1.0
k2,f400,1.0,0.6
k3,f400,1.0,0.6
k4,f400,0.6,0.6
k1,f401,1.0,1.0
k2,f401,1.0,0.6
k3,f401,1.0,0.6
k4,f401,0.6,0.6
k1,f402,1.0,0.6
k2,f402,1.0,0.6
k3,f402,1.0,0.6
k4,f402,0.6,0.6
k1,f403,1.0,1.0
k2,f403,1.0,1.0
k3,f403,1.0,1.0
k4,f403,0.6,0.6
k1,f404,1.0,1.0
k2,f404,1.0,1.0
k3,f404,1.0,1.0
k4,f404,0.6,0.6
k1,f405,1.0,1.0
k2,f405,1.0,0.6
k3,f405,1.0,0.6
k4,f405,0.6,0.6
k1,f406,1.0,0.6
k2,f406,1.0,0.6
k3,f406,1.0,0.6
k4,f406,0.6,0.6
k1,f407,1.0,0.6
k2,f407,1.0,0.6
k3,f407,1.0,0.6
k4,f407,0.6,0.6
k1,f408,1.0,1.0
k2,f408,1.0,1.0
k3,f408,1.0,0.6
k4,f408,0.6,0.6
k1,f409,1.0,1.0
k2,f409,1.0,0.6
k3,f409,1.0,0.6
k4,f409,0.6,0.6
k1,f410,1.0,1.0
k2,f410,1.0,0.6
k3,f410,1.0,0.6
k4,f410,0.6,0.6
k1,f411,1.0,0.6
k2,f411,1.0,0.6
k3,f411,1.0,0.6
k4,f411,0.6,0.6
k1,f412,1.0,1.0
k2,f412,1.0,1.0
k3,f412,1.0,1.0
k4,f412,0.6,0.6
k1,f413,1.0,1.0
k2,f413,1.0,1.0
k3,f413,1.0,1.0
k4,f413,0.6,0.6
k1,f414,1.0,1.0
k2,f414,1.0,1.0
k3,f414,1.0,0.6
k4,f414,0.6,0.6
k1,f415,1.0,0.6
k2,f415,1.0,0.6
k3,f415,1.0,0.6
k4,f415,0.6,0.6
k1,f416,1.0,0.6
k2,f416,1.0,0.6
k3,f416,1.0,0.6
k4,f416,0.6,0.6
k1,f417,1.0,1.0
k2,f417,1.0,1.0
k3,f417,1.0,0.6
k4,f417,0.6,0.6
k1,f418,1.0,1.0
k2,f418,1.0,1.0
k3,f418,1.0,1.0
k4,f418,0.6,0.6
k1,f419,1.0,1.0
k2,f419,1.0,1.0
k3,f419,1.0,0.6
k4,f419,0.6,0.6
k1,f420,1.0,0.6
k2,f420,1.0,0.6
k3,f420,1.0,0.6
k4,f420,0.6,0.6
k1,f421,1.0,1.0
k2,f421,1.0,1.0
k3,f421,1.0,0.6
k4,f421,0.6,0.6
k1,f422,1.0,1.0
k2,f422,1.0,0.6
k3,f422,1.0,0.6
k4,f422,0.6,0.6
k1,f423,1.0,1.0
k2,f423,1.0,0.6
k3,f423,1.0,0.6
k4,f423,0.6,0.6
k1,f424,1.0,0.6
k2,f424,1.0,0.6
k3,f424,1.0,0.6
k4,f424,0.6,0.6
k1,f425,1.0,0.6
k2,f425,1.0,0.6
k3,f425,1.0,0.6
k4,f425,0.6,0.6
k1,f426,1.0,1.0
k2,f426,1.0,1.0
k3,f426,1.0,0.6
k4,f426,0.6,0.6
k1,f427,1.0,1.0
k2,f427,1.0,1.0
k3,f427,1.0,0.6
k4,f427,0.6,0.6
k1,f428,1.0,0.6
k2,f428,1.0,0.6
k3,f428,1.0,0.6
k4,f428,0.6,0.6
k1,f429,1.0,0.6
k2,f429,1.0,0.6
k3,f429,1.0,0.6
k4,f429,0.6,0.6
k1,f430,1.0,1.0
k2,f430,1.0,0.6
k3,f430,1.0,0.6
k4,f430,0.6,0.6
k1,f431,1.0,1.0
k2,f431,1.0,0.6
k3,f431,1.0,0.6
k4,f431,0.6,0.6
k1,f432,1.0,1.0
k2,f432,1.0,1.0
k3,f432,1.0,0.6
k4,f432,0.6,0.6
k1,f433,1.0,0.6
k2,f433,1.0,0.6
k3,f433,1.0,0.6
k4,f433,0.6,0.6
k1,f434,1.0,1.0
k2,f434,1.0,0.6
k3,f434,1.0,0.6
k4,f434,0.6,0.6
k1,f435,1.0,1.0
k2,f435,1.0,1.0
k3,f435,1.0,1.0
k4,f435,0.6,0.6
k1,f436,1.0,1.0
k2,f436,1.0,1.0
k3,f436,1.0,1.0
k4,f436,0.6,0.6
k1,f437,1.0,0.6
k2,f437,1.0,0.6
k3,f437,1.0,0.6
k4,f437,0.6,0.6
k1,f438,1.0,0.6
k2,f438,1.0,0.6
k3,f438,1.0,0.6
k4,f438,0.6,0.6
k1,f439,1.0,1.0
k2,f439,1.0,1.0
k3,f439,1.0,0.6
k4,f439,0.6,0.6
k1,f440,1.0,1.0
k2,f440,1.0,1.0
k3,f440,1.0,1.0
k4,f440,0.6,0.6
k1,f441,1.0,1.0
k2,f441,1.0,1.0
k3,f441,1.0,0.6
k4,f441,0.6,0.6
k1,f442,1.0,0.6
k2,f442,1.0,0.6
k3,f442,1.0,0.6
k4,f442,0.6,0.6
k1,f443,1.0,1.0
k2,f443,1.0,1.0
k3,f443,1.0,0.6
k4,f443,0.6,0.6
k1,f444,1.0,1.0
k2,f444,1.0,1.0
k3,f444,1.0,0.6
k4,f444,0.6,0.6
k1,f445,1.0,1.0
k2,f445,1.0,1.0
k3,f445,1.0,1.0
k4,f445,0.6,0.6
k1,f446,1.0,0.6
k2,f446,1.0,0.6
k3,f446,1.0,0.6
k4,f446,0.6,0.6
k1,f447,1.0,0.6
k2,f447,1.0,0.6
k3,f447,1.0,0.6
k4,f447,0.6,0.6
k1,f448,1.0,1.0
k2,f448,1.0,1.0
k3,f448,1.0,0.6
k4,f448,0.6,0.6
k1,f449,1.0,1.0
k2,f449,1.0,1.0
k3,f449,1.0,1.0
k4,f449,0.6,0.6
k1,f450,1.0,1.0
k2,f450,1.0,0.6
k3,f450,1.0,0.6
k4,f450,0.6,0.6
k1,f451,1.0,0.6
k2,f451,1.0,0.6
k3,f451,1.0,0.6
k4,f451,0.6,0.6
k1,f452,1.0,1.0
k2,f452,1.0,1.0
k3,f452,1.0,0.6
k4,f452,0.6,0.6
k1,f453,1.0,1.0
k2,f453,1.0,0.6
k3,f453,1.0,0.6
k4,f453,0.6,0.6
k1,f454,1.0,1.0
k2,f454,1.0,0.6
k3,f454,1.0,0.6
k4,f454,0.6,0.6
k1,f455,1.0,0.6
k2,f455,1.0,0.6
k3,f455,1.0,0.6
k4,f455,0.6,0.6
k1,f456,1.0,0.6
k2,f456,1.0,0.6
k3,f456,1.0,0.6
k4,f456,0.6,0.6
k1,f457,1.0,1.0
k2,f457,1.0,1.0
k3,f457,1.0,1.0
k4,f457,0.6,0.6
k1,f458,1.0,1.0
k2,f458,1.0,1.0
k3,f458,1.0,1.0
k4,f458,0.6,0.6
k1,f459,1.0,0.6
k2,f459,1.0,0.6
k3,f459,1.0,0.6
k4,f459,0.6,0.6
k1,f460,1.0,0.6
k2,f460,1.0,0.6
k3,f460,1.0,0.6
k4,f460,0.6,0.6
k1,f461,1.0,1.0
k2,f461,1.0,1.0
k3,f461,1.0,0.6
k4,f461,0.6,0.6
k1,f462,1.0,1.0
k2,f462,1.0,0.6
k3,f462,1.0,0.6
k4,f462,0.6,0.6
k1,f463,1.0,1.0
k2,f463,1.0,0.6
k3,f463,1.0,0.6
k4,f463,0.6,0.6
k1,f464,1.0,0.6
k2,f464,1.0,0.6
k3,f464,1.0,0.6
k4,f464,0.6,0.6
k1,f465,1.0,1.0
k2,f465,1.0,1.0
k3,f465,1.0,0.6
k4,f465,0.6,0.6
k1,f466,1.0,1.0
k2,f466,1.0,1.0
k3,f466,1.0,0.6
k4,f466,0.6,0.6
k1,f467,1.0,1.0
k2,f467,1.0,1.0
k3,f467,1.0,0.6
k4,f467,0.6,0.6
k1,f468,1.0,0.6
k2,f468,1.0,0.6
k3,f468,1.0,0.6
k4,f468,0.6,0.6
k1,f469,1.0,0.6
k2,f469,1.0,0.6
k3,f469,1.0,0.6
k4,f469,0.6,0.6
k1,f470,1.0,1.0
k2,f470,1.0,1.0
k3,f470,1.0,1.0
k4,f470,0.6,0.6
k1,f471,1.0,1.0
k2,f471,1.0,0.6
k3,f471,1.0,0.6
k4,f471,0.6,0.6
k1,f472,1.0,1.0
k2,f472,1.0,0.6
k3,f472,1.0,0.6
k4,f472,0.6,0.6
k1,f473,1.0,0.6
k2,f473,1.0,0.6
k3,f473,1.0,0.6
k4,f473,0.6,0.6
k1,f474,1.0,1.0
k2,f474,1.0,1.0
k3,f474,1.0,1.0
k4,f474,0.6,0.6
k1,f475,1.0,1.0
k2,f475,1.0,1.0
k3,f475,1.0,1.0
k4,f475,0.6,0.6
k1,f476,1.0,1.0
k2,f476,1.0,1.0
k3,f476,1.0,1.0
k4,f476,0.6,0.6
k1,f477,1.0,0.6
k2,f477,1.0,0.6
k3,f477,1.0,0.6
k4,f477,0.6,0.6
k1,f478,1.0,0.6
k2,f478,1.0,0.6
k3,f478,1.0,0.6
k4,f478,0.6,0.6
k1,f479,1.0,1.0
k2,f479,1.0,1.0
k3,f479,1.0,0.6
k4,f479,0.6,0.6
k1,f480,1.0,1.0
k2,f480,1.0,0.6
k3,f480,1.0,0.6
k4,f480,0.6,0.6
k1,f481,1.0,1.0
k2,f481,1.0,1.0
k3,f481,1.0,0.6
k4,f481,0.6,0.6
k1,f482,1.0,0.6
k2,f482,1.0,0.6
k3,f482,1.0,0.6
k4,f482,0.6,0.6
k1,f483,1.0,1.0
k2,f483,1.0,1.0
k3,f483,1.0,1.0
k4,f483,0.6,0.6
k1,f484,1.0,1.0
k2,f484,1.0,0.6
k3,f484,1.0,0.6
k4,f484,0.6,0.6
k1,f485,1.0,1.0
k2,f485,1.0,1.0
k3,f485,1.0,0.6
k4,f485,0.6,0.6
k1,f486,1.0,0.6
k2,f486,1.0,0.6
k3,f486,1.0,0.6
k4,f486,0.6,0.6
k1,f487,1.0,1.0
k2,f487,1.0,1.0
k3,f487,1.0,0.6
k4,f487,0.6,0.6
k1,f488,1.0,1.0
k2,f488,1.0,1.0
k3,f488,1.0,1.0
k4,f488,0.6,0.6
k1,f489,1.0,1.0
k2,f489,1.0,1.0
k3,f489,1.0,1.0
k4,f489,0.6,0.6
k1,f490,1.0,0.6
k2,f490,1.0,0.6
k3,f490,1.0,0.6
k4,f490,0.6,0.6
k1,f491,1.0,0.6
k2,f491,1.0,0.6
k3,f491,1.0,0.6
k4,f491,0.6,0.6
k1,f492,1.0,1.0
k2,f492,1.0,1.0
k3,f492,1.0,1.0
k4,f492,0.6,0.6
k1,f493,1.0,1.0
k2,f493,1.0,0.6
k3,f493,1.0,0.6
k4,f493,0.6,0.6
k1,f494,1.0,1.0
k2,f494,1.0,1.0
k3,f494,1.0,0.6
k4,f494,0.6,0.6
k1,f495,1.0,0.6
k2,f495,1.0,0.6
k3,f495,1.0,0.6
k4,f495,0.6,0.6
k1,f496,1.0,1.0
k2,f496,1.0,0.6
k3,f496,1.0,0.6
k4,f496,0.6,0.6
k1,f497,1.0,1.0
k2,f497,1.0,1.0
k3,f497,1.0,1.0
k4,f497,0.6,0.6
k1,f498,1.0,1.0
k2,f498,1.0,0.6
k3,f498,1.0,0.6
