node,x,y,topological_level,is_source
n668,0.35282651072124754,-9.0,9,False
n669,0.35477582846003897,-9.0,9,False
n670,0.3567251461988304,-9.0,9,False
n671,0.3586744639376218,-9.0,9,False
n672,0.36062378167641324,-9.0,9,False
n673,0.36257309941520466,-9.0,9,False
n674,0.3645224171539961,-9.0,9,False
n675,0.3664717348927875,-9.0,9,False
n676,0.3684210526315789,-9.0,9,False
n677,0.37037037037037035,-9.0,9,False
n678,0.3723196881091618,-9.0,9,False
n679,0.3742690058479532,-9.0,9,False
n680,0.3762183235867446,-9.0,9,False
n681,0.37816764132553604,-9.0,9,False
n682,0.38011695906432746,-9.0,9,False
n683,0.3820662768031189,-9.0,9,False
n684,0.3840155945419103,-9.0,9,False
n685,0.38596491228070173,-9.0,9,False
n686,0.38791423001949316,-9.0,9,False
n687,0.3898635477582846,-9.0,9,False
n688,0.391812865497076,-9.0,9,False
n689,0.3937621832358674,-9.0,9,False
n690,0.39571150097465885,-9.0,9,False
n691,0.39766081871345027,-9.0,9,False
n692,0.3996101364522417,-9.0,9,False
n693,0.4015594541910331,-9.0,9,False
n694,0.40350877192982454,-9.0,9,False
n695,0.40545808966861596,-9.0,9,False
n696,0.4074074074074074,-9.0,9,False
n697,0.4093567251461988,-9.0,9,False
n698,0.41130604288499023,-9.0,9,False
n699,0.41325536062378165,-9.0,9,False
n700,0.4152046783625731,-9.0,9,False
n701,0.4171539961013645,-9.0,9,False
n702,0.4191033138401559,-9.0,9,False
n703,0.42105263157894735,-9.0,9,False
n704,0.42300194931773877,-9.0,9,False
n705,0.4249512670565302,-9.0,9,False
n706,0.4269005847953216,-9.0,9,False
n707,0.42884990253411304,-9.0,9,False
n708,0.43079922027290446,-9.0,9,False
n709,0.4327485380116959,-9.0,9,False
n710,0.4346978557504873,-9.0,9,False
n711,0.43664717348927873,-9.0,9,False
n712,0.43859649122807015,-9.0,9,False
n713,0.4405458089668616,-9.0,9,False
n714,0.442495126705653,-9.0,9,False
n715,0.4444444444444444,-9.0,9,False
n716,0.44639376218323584,-9.0,9,False
n717,0.44834307992202727,-9.0,9,False
n718,0.4502923976608187,-9.0,9,False
n719,0.4522417153996101,-9.0,9,False
n720,0.45419103313840153,-9.0,9,False
n721,0.45614035087719296,-9.0,9,False
n722,0.4580896686159844,-9.0,9,False
n723,0.4600389863547758,-9.0,9,False
n724,0.4619883040935672,-9.0,9,False
n725,0.46393762183235865,-9.0,9,False
n726,0.46588693957115007,-9.0,9,False
n727,0.4678362573099415,-9.0,9,False
n728,0.4697855750487329,-9.0,9,False
n729,0.47173489278752434,-9.0,9,False
n730,0.47368421052631576,-9.0,9,False
n731,0.4756335282651072,-9.0,9,False
n732,0.4775828460038986,-9.0,9,False
n733,0.47953216374269003,-9.0,9,False
n734,0.48148148148148145,-9.0,9,False
n735,0.4834307992202729,-9.0,9,False
n736,0.4853801169590643,-9.0,9,False
n737,0.4873294346978557,-9.0,9,False
n738,0.48927875243664715,-9.0,9,False
n739,0.49122807017543857,-9.0,9,False
n740,0.49317738791423,-9.0,9,False
n741,0.4951267056530214,-9.0,9,False
n742,0.49707602339181284,-9.0,9,False
n743,0.49902534113060426,-9.0,9,False
n744,0.5009746588693957,-9.0,9,False
n745,0.5029239766081871,-9.0,9,False
n746,0.5048732943469786,-9.0,9,False
n747,0.50682261208577,-9.0,9,False
n748,0.5087719298245614,-9.0,9,False
n749,0.5107212475633528,-9.0,9,False
n750,0.5126705653021443,-9.0,9,False
n751,0.5146198830409356,-9.0,9,False
n752,0.5165692007797271,-9.0,9,False
n753,0.5185185185185185,-9.0,9,False
n754,0.52046783625731,-9.0,9,False
n755,0.5224171539961013,-9.0,9,False
n756,0.5243664717348928,-9.0,9,False
n757,0.5263157894736842,-9.0,9,False
n758,0.5282651072124757,-9.0,9,False
n759,0.530214424951267,-9.0,9,False
n760,0.5321637426900585,-9.0,9,False
n761,0.5341130604288499,-9.0,9,False
n762,0.5360623781676414,-9.0,9,False
n763,0.5380116959064327,-9.0,9,False
n764,0.5399610136452242,-9.0,9,False
n765,0.5419103313840156,-9.0,9,False
n766,0.543859649122807,-9.0,9,False
n767,0.5458089668615984,-9.0,9,False
n768,0.5477582846003899,-9.0,9,False
n769,0.5497076023391813,-9.0,9,False
n770,0.5516569200779727,-9.0,9,False
n771,0.5536062378167641,-9.0,9,False
n772,0.5555555555555556,-9.0,9,False
n773,0.557504873294347,-9.0,9,False
n774,0.5594541910331384,-9.0,9,False
n775,0.5614035087719298,-9.0,9,False
n776,0.5633528265107213,-9.0,9,False
n777,0.5653021442495126,-9.0,9,False
n778,0.5672514619883041,-9.0,9,False
n779,0.5692007797270955,-9.0,9,False
n780,0.571150097465887,-9.0,9,False
n781,0.5730994152046783,-9.0,9,False
n782,0.5750487329434698,-9.0,9,False
n783,0.5769980506822612,-9.0,9,False
n784,0.5789473684210527,-9.0,9,False
n785,0.580896686159844,-9.0,9,False
n786,0.5828460038986355,-9.0,9,False
n787,0.5847953216374269,-9.0,9,False
n788,0.5867446393762183,-9.0,9,False
n789,0.5886939571150097,-9.0,9,False
n790,0.5906432748538012,-9.0,9,False
n791,0.5925925925925926,-9.0,9,False
n792,0.594541910331384,-9.0,9,False
n793,0.5964912280701754,-9.0,9,False
n794,0.5984405458089669,-9.0,9,False
n795,0.6003898635477583,-9.0,9,False
n796,0.6023391812865497,-9.0,9,False
n797,0.6042884990253411,-9.0,9,False
n798,0.6062378167641326,-9.0,9,False
n799,0.6081871345029239,-9.0,9,False
n800,0.6101364522417154,-9.0,9,False
n801,0.6120857699805068,-9.0,9,False
n802,0.6140350877192983,-9.0,9,False
n803,0.6159844054580896,-9.0,9,False
n804,0.6179337231968811,-9.0,9,False
n805,0.6198830409356725,-9.0,9,False
n806,0.621832358674464,-9.0,9,False
n807,0.6237816764132553,-9.0,9,False
n808,0.6257309941520468,-9.0,9,False
n809,0.6276803118908382,-9.0,9,False
n810,0.6296296296296297,-9.0,9,False
n811,0.631578947368421,-9.0,9,False
n812,0.6335282651072125,-9.0,9,False
n813,0.6354775828460039,-9.0,9,False
n814,0.6374269005847953,-9.0,9,False
n815,0.6393762183235867,-9.0,9,False
n816,0.6413255360623782,-9.0,9,False
n817,0.6432748538011696,-9.0,9,False
n818,0.645224171539961,-9.0,9,False
n819,0.6471734892787524,-9.0,9,False
n820,0.6491228070175439,-9.0,9,False
n821,0.6510721247563352,-9.0,9,False
n822,0.6530214424951267,-9.0,9,False
n823,0.6549707602339181,-9.0,9,False
n824,0.6569200779727096,-9.0,9,False
n825,0.6588693957115009,-9.0,9,False
n826,0.6608187134502924,-9.0,9,False
n827,0.6627680311890838,-9.0,9,False
n828,0.6647173489278753,-9.0,9,False
n829,0.6666666666666666,-9.0,9,False
n830,0.6686159844054581,-9.0,9,False
n831,0.6705653021442495,-9.0,9,False
n832,0.672514619883041,-9.0,9,False
n833,0.6744639376218323,-9.0,9,False
n834,0.6764132553606238,-9.0,9,False
n835,0.6783625730994152,-9.0,9,False
n836,0.6803118908382066,-9.0,9,False
n837,0.682261208576998,-9.0,9,False
n838,0.6842105263157895,-9.0,9,False
n839,0.6861598440545809,-9.0,9,False
n840,0.6881091617933723,-9.0,9,False
n841,0.6900584795321637,-9.0,9,False
n842,0.6920077972709552,-9.0,9,False
n843,0.6939571150097466,-9.0,9,False
n844,0.695906432748538,-9.0,9,False
n845,0.6978557504873294,-9.0,9,False
n846,0.6998050682261209,-9.0,9,False
n847,0.7017543859649122,-9.0,9,False
n848,0.7037037037037037,-9.0,9,False
n849,0.7056530214424951,-9.0,9,False
n850,0.7076023391812866,-9.0,9,False
n851,0.7095516569200779,-9.0,9,False
n852,0.7115009746588694,-9.0,9,False
n853,0.7134502923976608,-9.0,9,False
n854,0.7153996101364523,-9.0,9,False
n855,0.7173489278752436,-9.0,9,False
n856,0.7192982456140351,-9.0,9,False
n857,0.7212475633528265,-9.0,9,False
n858,0.723196881091618,-9.0,9,False
n859,0.7251461988304093,-9.0,9,False
n860,0.7270955165692008,-9.0,9,False
n861,0.7290448343079922,-9.0,9,False
n862,0.7309941520467836,-9.0,9,False
n863,0.732943469785575,-9.0,9,False
n864,0.7348927875243665,-9.0,9,False
n865,0.7368421052631579,-9.0,9,False
n866,0.7387914230019493,-9.0,9,False
n867,0.7407407407407407,-9.0,9,False
n868,0.7426900584795322,-9.0,9,False
n869,0.7446393762183235,-9.0,9,False
n870,0.746588693957115,-9.0,9,False
n871,0.7485380116959064,-9.0,9,False
n872,0.7504873294346979,-9.0,9,False
n873,0.7524366471734892,-9.0,9,False
n874,0.7543859649122807,-9.0,9,False
n875,0.7563352826510721,-9.0,9,False
n876,0.7582846003898636,-9.0,9,False
n877,0.7602339181286549,-9.0,9,False
n878,0.7621832358674464,-9.0,9,False
n879,0.7641325536062378,-9.0,9,False
n880,0.7660818713450293,-9.0,9,False
n881,0.7680311890838206,-9.0,9,False
n882,0.7699805068226121,-9.0,9,False
n883,0.7719298245614035,-9.0,9,False
n884,0.7738791423001949,-9.0,9,False
n885,0.7758284600389863,-9.0,9,False
n886,0.7777777777777778,-9.0,9,False
n887,0.7797270955165692,-9.0,9,False
n888,0.7816764132553606,-9.0,9,False
n889,0.783625730994152,-9.0,9,False
n890,0.7855750487329435,-9.0,9,False
n891,0.7875243664717348,-9.0,9,False
n892,0.7894736842105263,-9.0,9,False
n893,0.7914230019493177,-9.0,9,False
n894,0.7933723196881092,-9.0,9,False
n895,0.7953216374269005,-9.0,9,False
n896,0.797270955165692,-9.0,9,False
n897,0.7992202729044834,-9.0,9,False
n898,0.8011695906432749,-9.0,9,False
n899,0.8031189083820662,-9.0,9,False
n900,0.8050682261208577,-9.0,9,False
n901,0.8070175438596491,-9.0,9,False
n902,0.8089668615984406,-9.0,9,False
n903,0.8109161793372319,-9.0,9,False
n904,0.8128654970760234,-9.0,9,False
n905,0.8148148148148148,-9.0,9,False
n906,0.8167641325536062,-9.0,9,False
n907,0.8187134502923976,-9.0,9,False
n908,0.8206627680311891,-9.0,9,False
n909,0.8226120857699805,-9.0,9,False
n910,0.8245614035087719,-9.0,9,False
n911,0.8265107212475633,-9.0,9,False
n912,0.8284600389863548,-9.0,9,False
n913,0.8304093567251462,-9.0,9,False
n914,0.8323586744639376,-9.0,9,False
n915,0.834307992202729,-9.0,9,False
n916,0.8362573099415205,-9.0,9,False
n917,0.8382066276803118,-9.0,9,False
n918,0.8401559454191033,-9.0,9,False
n919,0.8421052631578947,-9.0,9,False
n920,0.8440545808966862,-9.0,9,False
n921,0.8460038986354775,-9.0,9,False
n922,0.847953216374269,-9.0,9,False
n923,0.8499025341130604,-9.0,9,False
n924,0.8518518518518519,-9.0,9,False
n925,0.8538011695906432,-9.0,9,False
n926,0.8557504873294347,-9.0,9,False
n927,0.8576998050682261,-9.0,9,False
n928,0.8596491228070176,-9.0,9,False
n929,0.8615984405458089,-9.0,9,False
n930,0.8635477582846004,-9.0,9,False
n931,0.8654970760233918,-9.0,9,False
n932,0.8674463937621832,-9.0,9,False
n933,0.8693957115009746,-9.0,9,False
n934,0.8713450292397661,-9.0,9,False
n935,0.8732943469785575,-9.0,9,False
n936,0.8752436647173489,-9.0,9,False
n937,0.8771929824561403,-9.0,9,False
n938,0.8791423001949318,-9.0,9,False
n939,0.8810916179337231,-9.0,9,False
n940,0.8830409356725146,-9.0,9,False
n941,0.884990253411306,-9.0,9,False
n942,0.8869395711500975,-9.0,9,False
n943,0.8888888888888888,-9.0,9,False
n944,0.8908382066276803,-9.0,9,False
n945,0.8927875243664717,-9.0,9,False
n946,0.8947368421052632,-9.0,9,False
n947,0.8966861598440545,-9.0,9,False
n948,0.898635477582846,-9.0,9,False
n949,0.9005847953216374,-9.0,9,False
n950,0.9025341130604289,-9.0,9,False
n951,0.9044834307992202,-9.0,9,False
n952,0.9064327485380117,-9.0,9,False
n953,0.9083820662768031,-9.0,9,False
n954,0.9103313840155945,-9.0,9,False
n955,0.9122807017543859,-9.0,9,False
n956,0.9142300194931774,-9.0,9,False
n957,0.9161793372319688,-9.0,9,False
n958,0.9181286549707602,-9.0,9,False
n959,0.9200779727095516,-9.0,9,False
n960,0.9220272904483431,-9.0,9,False
n961,0.9239766081871345,-9.0,9,False
n962,0.9259259259259259,-9.0,9,False
n963,0.9278752436647173,-9.0,9,False
n964,0.9298245614035088,-9.0,9,False
n965,0.9317738791423001,-9.0,9,False
n966,0.9337231968810916,-9.0,9,False
n967,0.935672514619883,-9.0,9,False
n968,0.9376218323586745,-9.0,9,False
n969,0.9395711500974658,-9.0,9,False
n970,0.9415204678362573,-9.0,9,False
n971,0.9434697855750487,-9.0,9,False
n972,0.9454191033138402,-9.0,9,False
n973,0.9473684210526315,-9.0,9,False
n974,0.949317738791423,-9.0,9,False
n975,0.9512670565302144,-9.0,9,False
n976,0.9532163742690059,-9.0,9,False
n977,0.9551656920077972,-9.0,9,False
n978,0.9571150097465887,-9.0,9,False
n979,0.9590643274853801,-9.0,9,False
n980,0.9610136452241715,-9.0,9,False
n981,0.9629629629629629,-9.0,9,False
n982,0.9649122807017544,-9.0,9,False
n983,0.9668615984405458,-9.0,9,False
n984,0.9688109161793372,-9.0,9,False
n985,0.9707602339181286,-9.0,9,False
n986,0.9727095516569201,-9.0,9,False
n987,0.9746588693957114,-9.0,9,False
n988,0.9766081871345029,-9.0,9,False
n989,0.9785575048732943,-9.0,9,False
n990,0.9805068226120858,-9.0,9,False
n991,0.9824561403508771,-9.0,9,False
n992,0.9844054580896686,-9.0,9,False
n993,0.98635477582846,-9.0,9,False
n994,0.9883040935672515,-9.0,9,False
n995,0.9902534113060428,-9.0,9,False
n996,0.9922027290448343,-9.0,9,False
n997,0.9941520467836257,-9.0,9,False
n998,0.9961013645224172,-9.0,9,False
n999,0.9980506822612085,-9.0,9,False
n1000,0.001949317738791423,-9.0,9,False
n1001,0.003898635477582846,-9.0,9,False
n1002,0.005847953216374269,-9.0,9,False
n1003,0.007797270955165692,-9.0,9,False
n1004,0.009746588693957114,-9.0,9,False
n1005,0.011695906432748537,-9.0,9,False
n1006,0.01364522417153996,-9.0,9,False
n1007,0.015594541910331383,-9.0,9,False
n1008,0.017543859649122806,-9.0,9,False
n1009,0.01949317738791423,-9.0,9,False
n1010,0.021442495126705652,-9.0,9,False
n1011,0.023391812865497075,-9.0,9,False
n1012,0.025341130604288498,-9.0,9,False
n1013,0.02729044834307992,-9.0,9,False
n1014,0.029239766081871343,-9.0,9,False
n1015,0.031189083820662766,-9.0,9,False
n1016,0.03313840155945419,-9.0,9,False
n1017,0.03508771929824561,-9.0,9,False
n1018,0.037037037037037035,-9.0,9,False
n1019,0.03898635477582846,-9.0,9,False
n1020,0.04093567251461988,-9.0,9,False
n1021,0.042884990253411304,-9.0,9,False
n1022,0.04483430799220273,-9.0,9,False
