period,user,demand,stage1_ratio,stage2_ratio,stage3_ratio
k2,f197,26,0.6,0.6,0.6
k2,f198,33,0.6,0.6,0.6
k2,f199,40,0.6,0.6,0.6
k2,f200,47,0.6,0.6,1.0
k2,f201,23,0.6,0.6,0.6
k2,f202,30,0.6,0.6,1.0
k2,f203,37,0.6,0.6,0.6
k2,f204,44,0.6,0.6,1.0
k2,f205,20,0.6,0.6,0.6
k2,f206,27,0.6,0.6,1.0
k2,f207,34,0.6,0.6,0.6
k2,f208,41,0.6,0.6,0.6
k2,f209,48,0.6,0.6,1.0
k2,f210,24,0.6,0.6,1.0
k2,f211,31,0.6,0.6,0.6
k2,f212,38,0.6,0.6,0.6
k2,f213,45,0.6,0.6,1.0
k2,f214,21,0.6,0.6,0.6
k2,f215,28,0.6,0.6,1.0
k2,f216,35,0.6,0.6,0.6
k2,f217,42,0.6,0.6,1.0
k2,f218,49,0.6,0.6,1.0
k2,f219,25,0.6,0.6,0.6
k2,f220,32,0.6,0.6,0.6
k2,f221,39,0.6,0.6,0.6
k2,f222,46,0.6,0.6,1.0
k2,f223,22,0.6,0.6,0.6
k2,f224,29,0.6,0.6,1.0
k2,f225,36,0.6,0.6,0.6
k2,f226,43,0.6,0.6,1.0
k2,f227,50,0.6,0.6,1.0
k2,f228,26,0.6,0.6,1.0
k2,f229,33,0.6,0.6,0.6
k2,f230,40,0.6,0.6,0.6
k2,f231,47,0.6,0.6,1.0
k2,f232,23,0.6,0.6,0.6
k2,f233,30,0.6,0.6,1.0
k2,f234,37,0.6,0.6,0.6
k2,f235,44,0.6,0.6,1.0
k2,f236,20,0.6,0.6,0.6
k2,f237,27,0.6,0.6,1.0
k2,f238,34,0.6,0.6,0.6
k2,f239,41,0.6,0.6,0.8133333333323289
k2,f240,48,0.6,0.6,1.0
k2,f241,24,0.6,0.6,1.0
k2,f242,31,0.6,0.6,0.6
k2,f243,38,0.6,0.6,0.6
k2,f244,45,0.6,0.6,1.0
k2,f245,21,0.6,0.6,1.0
k2,f246,28,0.6,0.6,0.6
k2,f247,35,0.6,0.6,0.6
k2,f248,42,0.6,0.6,1.0
k2,f249,49,0.6,0.6,1.0
k2,f250,25,0.6,0.6239999999998468,0.6
k2,f251,32,0.6,1.0,0.6
k2,f252,39,0.6,1.0,0.6
k2,f253,46,0.6,1.0,1.0
k2,f254,22,0.6,1.0,0.6
k2,f255,29,0.6,1.0,1.0
k2,f256,36,0.6,1.0,0.6
k2,f257,43,0.6,1.0,1.0
k2,f258,50,0.6,1.0,1.0
k2,f259,26,0.6,1.0,1.0
k2,f260,33,0.6,1.0,0.6
k2,f261,40,0.6,1.0,0.6
k2,f262,47,0.6,1.0,1.0
k2,f263,23,0.6,1.0,1.0
k2,f264,30,0.6,1.0,1.0
k2,f265,37,0.6,1.0,0.6
k2,f266,44,0.6,1.0,1.0
k2,f267,20,0.6,1.0,0.6
k2,f268,27,0.6,1.0,1.0
k2,f269,34,0.6,1.0,0.6
k2,f270,41,0.6,1.0,0.6
k2,f271,48,0.6,1.0,1.0
k2,f272,24,0.6,1.0,0.6
k2,f273,31,0.6,1.0,0.6
k2,f274,38,0.6,1.0,0.6
k2,f275,45,0.6,1.0,1.0
k2,f276,21,0.6,1.0,0.6
k2,f277,28,0.6,1.0,1.0
k2,f278,35,0.6,1.0,0.6
k2,f279,42,0.6,1.0,1.0
k2,f280,49,0.6,1.0,1.0
k2,f281,25,0.6,1.0,1.0
k2,f282,32,0.6,1.0,0.6
k2,f283,39,0.6,1.0,0.6
k2,f284,46,0.6,1.0,1.0
k2,f285,22,0.6,1.0,0.6
k2,f286,29,0.6,1.0,1.0
k2,f287,36,0.6,1.0,0.6
k2,f288,43,0.6,1.0,1.0
k2,f289,50,0.6,1.0,1.0
k2,f290,26,0.6,1.0,1.0
k2,f291,33,0.6,1.0,0.6
k2,f292,40,0.6,1.0,0.6
k2,f293,47,0.6,1.0,0.6
k2,f294,23,0.6,1.0,0.6
k2,f295,30,0.6,1.0,1.0
k2,f296,37,0.6,1.0,0.6
k2,f297,44,0.6,1.0,1.0
k2,f298,20,0.6,1.0,0.6
k2,f299,27,0.6,1.0,0.6
k2,f300,34,0.6,1.0,0.6
k2,f301,41,0.6,1.0,0.6
k2,f302,48,0.6,1.0,1.0
k2,f303,24,0.6,1.0,1.0
k2,f304,31,0.6,1.0,0.6
k2,f305,38,0.6,1.0,0.6
k2,f306,45,0.6,1.0,1.0
k2,f307,21,0.6,1.0,1.0
k2,f308,28,0.6,1.0,0.6
k2,f309,35,0.6,1.0,0.6
k2,f310,42,0.6,1.0,0.6
k2,f311,49,0.6,1.0,1.0
k2,f312,25,0.6,1.0,0.6
k2,f313,32,0.6,1.0,0.6
k2,f314,39,0.6,1.0,0.6
k2,f315,46,0.6,1.0,1.0
k2,f316,22,0.6,1.0,1.0
k2,f317,29,0.6,1.0,1.0
k2,f318,36,0.6,1.0,0.6
k2,f319,43,0.6,1.0,1.0
k2,f320,50,0.6,1.0,1.0
k2,f321,26,0.6,1.0,0.6
k2,f322,33,0.6,1.0,0.6
k2,f323,40,0.6,1.0,0.6
k2,f324,47,0.6,1.0,1.0
k2,f325,23,0.6,1.0,0.6
k2,f326,30,0.6,1.0,1.0
k2,f327,37,0.6,1.0,0.6
k2,f328,44,0.6,1.0,1.0
k2,f329,20,0.6,1.0,0.6
k2,f330,27,0.6,1.0,0.6
k2,f331,34,0.6,1.0,0.6
k2,f332,41,0.6,1.0,0.6
k2,f333,48,0.6,1.0,1.0
k2,f334,24,0.6,1.0,0.6
k2,f335,31,0.6,1.0,0.6
k2,f336,38,0.6,1.0,0.6
k2,f337,45,0.6,1.0,1.0
k2,f338,21,0.6,1.0,1.0
k2,f339,28,0.6,1.0,1.0
k2,f340,35,0.6,1.0,0.6
k2,f341,42,0.6,1.0,0.6
k2,f342,49,0.6,1.0,1.0
k2,f343,25,0.6,1.0,1.0
k2,f344,32,0.6,1.0,0.6
k2,f345,39,0.6,1.0,0.6
k2,f346,46,0.6,1.0,1.0
k2,f347,22,0.6,1.0,0.6
k2,f348,29,0.6,1.0,0.6
k2,f349,36,0.6,1.0,0.6
k2,f350,43,0.6,1.0,1.0
k2,f351,50,0.6,1.0,1.0
k2,f352,26,0.6,1.0,1.0
k2,f353,33,0.6,1.0,0.6
k2,f354,40,0.6,1.0,0.6
k2,f355,47,0.6,1.0,1.0
k2,f356,23,0.6,1.0,0.6
k2,f357,30,0.6,1.0,1.0
k2,f358,37,0.6,1.0,0.6
k2,f359,44,0.6,1.0,1.0
k2,f360,20,0.6,1.0,0.6
k2,f361,27,0.6,1.0,1.0
k2,f362,34,0.6,1.0,0.6
k2,f363,41,0.6,1.0,0.6
k2,f364,48,0.6,1.0,1.0
k2,f365,24,0.6,1.0,1.0
k2,f366,31,0.6,1.0,0.6
k2,f367,38,0.6,1.0,0.6
k2,f368,45,0.6,1.0,1.0
k2,f369,21,0.6,1.0,1.0
k2,f370,28,0.6,1.0,0.6
k2,f371,35,0.6,1.0,0.6
k2,f372,42,0.6,1.0,1.0
k2,f373,49,0.6,1.0,1.0
k2,f374,25,0.6,1.0,0.6
k2,f375,32,0.6,1.0,0.6
k2,f376,39,0.6,1.0,0.6
k2,f377,46,0.6,1.0,1.0
k2,f378,22,0.6,1.0,1.0
k2,f379,29,0.6,1.0,0.6
k2,f380,36,0.6,1.0,0.6
k2,f381,43,0.6,1.0,0.6
k2,f382,50,0.6,1.0,1.0
k2,f383,26,0.6,1.0,1.0
k2,f384,33,0.6,1.0,0.6
k2,f385,40,0.6,1.0,0.6
k2,f386,47,0.6,1.0,1.0
k2,f387,23,0.6,1.0,1.0
k2,f388,30,0.6,1.0,1.0
k2,f389,37,0.6,1.0,0.6
k2,f390,44,0.6,1.0,1.0
k2,f391,20,0.6,1.0,1.0
k2,f392,27,0.6,1.0,0.6
k2,f393,34,0.6,1.0,0.6
k2,f394,41,0.6,1.0,0.6
k2,f395,48,0.6,1.0,1.0
k2,f396,24,0.6,1.0,0.6
k2,f397,31,0.6,1.0,0.6
k2,f398,38,0.6,1.0,0.6
k2,f399,45,0.6,1.0,1.0
k2,f400,21,0.6,1.0,0.6
k2,f401,28,0.6,1.0,0.6
k2,f402,35,0.6,1.0,0.6
k2,f403,42,0.6,1.0,1.0
k2,f404,49,0.6,1.0,1.0
k2,f405,25,0.6,1.0,0.6
k2,f406,32,0.6,1.0,0.6
k2,f407,39,0.6,1.0,0.6
k2,f408,46,0.6,1.0,1.0
k2,f409,22,0.6,1.0,0.6
k2,f410,29,0.6,1.0,0.6
k2,f411,36,0.6,1.0,0.6
k2,f412,43,0.6,1.0,1.0
k2,f413,50,0.6,1.0,1.0
k2,f414,26,0.6,1.0,1.0
k2,f415,33,0.6,1.0,0.6
k2,f416,40,0.6,1.0,0.6
k2,f417,47,0.6,1.0,1.0
k2,f418,23,0.6,1.0,1.0
k2,f419,30,0.6,1.0,1.0
k2,f420,37,0.6,1.0,0.6
k2,f421,44,0.6,1.0,1.0
k2,f422,20,0.6,1.0,0.6
k2,f423,27,0.6,1.0,0.6
k2,f424,34,0.6,1.0,0.6
k2,f425,41,0.6,1.0,0.6
k2,f426,48,0.6,1.0,1.0
k2,f427,24,0.6,1.0,1.0
k2,f428,31,0.6,1.0,0.6
k2,f429,38,0.6,1.0,0.6
k2,f430,45,0.6,1.0,0.6
k2,f431,21,0.6,1.0,0.6
k2,f432,28,0.6,1.0,1.0
k2,f433,35,0.6,1.0,0.6
k2,f434,42,0.6,1.0,0.6
k2,f435,49,0.6,1.0,1.0
k2,f436,25,0.6,1.0,1.0
k2,f437,32,0.6,1.0,0.6
k2,f438,39,0.6,1.0,0.6
k2,f439,46,0.6,1.0,1.0
k2,f440,22,0.6,1.0,1.0
k2,f441,29,0.6,1.0,1.0
k2,f442,36,0.6,1.0,0.6
k2,f443,43,0.6,1.0,1.0
k2,f444,50,0.6,1.0,1.0
k2,f445,26,0.6,1.0,1.0
k2,f446,33,0.6,1.0,0.6
k2,f447,40,0.6,1.0,0.6
k2,f448,47,0.6,1.0,1.0
k2,f449,23,0.6,1.0,1.0
k2,f450,30,0.6,1.0,0.6
k2,f451,37,0.6,1.0,0.6
k2,f452,44,0.6,1.0,1.0
k2,f453,20,0.6,1.0,0.6
k2,f454,27,0.6,1.0,0.6
k2,f455,34,0.6,1.0,0.6
k2,f456,41,0.6,1.0,0.6
k2,f457,48,0.6,1.0,1.0
k2,f458,24,0.6,1.0,1.0
k2,f459,31,0.6,1.0,0.6
k2,f460,38,0.6,1.0,0.6
k2,f461,45,0.6,1.0,1.0
k2,f462,21,0.6,1.0,0.6
k2,f463,28,0.6,1.0,0.6
k2,f464,35,0.6,1.0,0.6
k2,f465,42,0.6,1.0,1.0
k2,f466,49,0.6,1.0,1.0
k2,f467,25,0.6,1.0,1.0
k2,f468,32,0.6,1.0,0.6
k2,f469,39,0.6,1.0,0.6
k2,f470,46,0.6,1.0,1.0
k2,f471,22,0.6,1.0,0.6
k2,f472,29,0.6,1.0,0.6
k2,f473,36,0.6,1.0,0.6
k2,f474,43,0.6,1.0,1.0
k2,f475,50,0.6,1.0,1.0
k2,f476,26,0.6,1.0,1.0
k2,f477,33,0.6,1.0,0.6
k2,f478,40,0.6,1.0,0.6
k2,f479,47,0.6,1.0,1.0
k2,f480,23,0.6,1.0,0.6
k2,f481,30,0.6,1.0,1.0
k2,f482,37,0.6,1.0,0.6
k2,f483,44,0.6,1.0,1.0
k2,f484,20,0.6,1.0,0.6
k2,f485,27,0.6,1.0,1.0
k2,f486,34,0.6,1.0,0.6
k2,f487,41,0.6,1.0,1.0
k2,f488,48,0.6,1.0,1.0
k2,f489,24,0.6,1.0,1.0
k2,f490,31,0.6,1.0,0.6
k2,f491,38,0.6,1.0,0.6
k2,f492,45,0.6,1.0,1.0
k2,f493,21,0.6,1.0,0.6
k2,f494,28,0.6,1.0,1.0
k2,f495,35,0.6,1.0,0.6
k2,f496,42,0.6,1.0,0.6
k2,f497,49,0.6,1.0,1.0
k2,f498,25,0.6,1.0,0.6
k2,f499,32,0.6,1.0,0.6
k2,f500,39,0.6,1.0,0.6
k3,f1,29,0.6,0.6,1.0
k3,f2,36,0.6,0.6,0.6
k3,f3,43,0.6,0.6,0.6
k3,f4,50,0.6,0.6,0.6
k3,f5,26,0.6,0.6,0.6
k3,f6,33,0.6,0.6,0.6
k3,f7,40,0.6,0.6,1.0
k3,f8,47,0.6,0.6,0.6
k3,f9,23,0.6,0.6,1.0
k3,f10,30,0.6,0.6,1.0
k3,f11,37,0.6,0.6,1.0
k3,f12,44,0.6,0.6,0.6
k3,f13,20,0.6,0.6,0.6
k3,f14,27,0.6,0.6,0.6
k3,f15,34,0.6,0.6,1.0
k3,f16,41,0.6,0.6,0.6
k3,f17,48,0.6,0.6,0.6
k3,f18,24,0.6,0.6,1.0
k3,f19,31,0.6,0.6,0.6
k3,f20,38,0.6,0.6,0.6
k3,f21,45,0.6,0.6,0.6
k3,f22,21,0.6,0.6,0.6
k3,f23,28,0.6,0.6,1.0
k3,f24,35,0.6,0.6,0.6
k3,f25,42,0.6,0.6,0.6
k3,f26,49,0.6,0.6,0.6
k3,f27,25,0.6,0.6,1.0
k3,f28,32,0.6,0.6,0.6
k3,f29,39,0.6,0.6,0.6
k3,f30,46,0.6,0.6,0.6
k3,f31,22,0.6,0.6,1.0
k3,f32,29,0.6,0.6,1.0
k3,f33,36,0.6,0.6,1.0
k3,f34,43,0.6,0.6,0.6
k3,f35,50,0.6,0.6,0.6
k3,f36,26,0.6,0.6,0.6
k3,f37,33,0.6,0.6,0.6
k3,f38,40,0.6,0.6,0.6
k3,f39,47,0.6,0.6,0.6
k3,f40,23,0.6,0.6,1.0
k3,f41,30,0.6,0.6,1.0
k3,f42,37,0.6,0.6,0.6
k3,f43,44,0.6,0.6,0.6
k3,f44,20,0.6,0.6,0.6
k3,f45,27,0.6,0.6,0.6
k3,f46,34,0.6,0.6,0.6
k3,f47,41,0.6,0.6,1.0
k3,f48,48,0.6,0.6,0.6
k3,f49,24,0.6,0.6,0.6
k3,f50,31,0.6,0.6,1.0
k3,f51,38,0.6,0.6,1.0
k3,f52,45,0.6,0.6,0.6
k3,f53,21,0.6,0.6,0.6
k3,f54,28,0.6,0.6,1.0
k3,f55,35,0.6,0.6,0.6
k3,f56,42,0.6,0.6,0.6
k3,f57,49,0.6,0.6,0.6
k3,f58,25,0.6,0.6,0.6
k3,f59,32,0.6,0.6,0.6
k3,f60,39,0.6,0.6,0.6
k3,f61,46,0.6,0.6,0.6
k3,f62,22,0.6,0.6,0.6
k3,f63,29,0.6,0.6,1.0
k3,f64,36,0.6,0.6,0.6
k3,f65,43,0.6,0.6,0.6
k3,f66,50,0.6,0.6,0.6
k3,f67,26,0.6,0.6,0.6
k3,f68,33,0.6,0.6,0.6
k3,f69,40,0.6,0.6,1.0
k3,f70,47,0.6,0.6,0.6
k3,f71,23,0.6,0.6,0.6
k3,f72,30,0.6,0.6,0.6
k3,f73,37,0.6,0.6,0.6
k3,f74,44,0.6,0.6,0.6
k3,f75,20,0.6,0.6,0.6
k3,f76,27,0.6,0.6,1.0
k3,f77,34,0.6,0.6,0.6
k3,f78,41,0.6,0.6,1.0
k3,f79,48,0.6,0.6,0.6
k3,f80,24,0.6,0.6,0.6
k3,f81,31,0.6,0.6,1.0
k3,f82,38,0.6,0.6,1.0
k3,f83,45,0.6,0.6,0.6
k3,f84,21,0.6,0.6,0.6
k3,f85,28,0.6,0.6,1.0
k3,f86,35,0.6,0.6,0.6
k3,f87,42,0.6,0.6,0.6
k3,f88,49,0.6,0.6,0.6
k3,f89,25,0.6,0.6,1.0
k3,f90,32,0.6,0.6,1.0
k3,f91,39,0.6,0.6,0.6
k3,f92,46,0.6,0.6,0.6
k3,f93,22,0.6,0.6,1.0
k3,f94,29,0.6,0.6,0.6
k3,f95,36,0.6,0.6,0.6
k3,f96,43,0.6,0.6,0.6
k3,f97,50,0.6,0.6,0.6
k3,f98,26,0.6,0.6,0.6
k3,f99,33,0.6,0.6,0.6
k3,f100,40,0.6,0.6,1.0
k3,f101,47,0.6,0.6,0.6
k3,f102,23,0.6,0.6,0.6
k3,f103,30,0.6,0.6,1.0
k3,f104,37,0.6,0.6,0.6
k3,f105,44,0.6,0.6,0.6
k3,f106,20,0.6,0.6,0.6
k3,f107,27,0.6,0.6,1.0
k3,f108,34,0.6,0.6,1.0
k3,f109,41,0.6,0.6,1.0
k3,f110,48,0.6,0.6,0.6
k3,f111,24,0.6,0.6,0.6
k3,f112,31,0.6,0.6,0.6
k3,f113,38,0.6,0.6,1.0
k3,f114,45,0.6,0.6,0.6
k3,f115,21,0.6,0.6,0.6
k3,f116,28,0.6,0.6,0.6
k3,f117,35,0.6,0.6,1.0
k3,f118,42,0.6,0.6,0.6
k3,f119,49,0.6,0.6,0.6
k3,f120,25,0.6,0.6,1.0
k3,f121,32,0.6,0.6,0.6
k3,f122,39,0.6,0.6,0.6
k3,f123,46,0.6,0.6,0.6
k3,f124,22,0.6,0.6,1.0
k3,f125,29,0.6,0.6,0.6
k3,f126,36,0.6,0.6,0.6
k3,f127,43,0.6,0.6,0.6
k3,f128,50,0.6,0.6,0.6
k3,f129,26,0.6,0.6,1.0
k3,f130,33,0.6,0.6,0.7751515151533215
k3,f131,40,0.6,0.6,0.6
k3,f132,47,0.6,0.6,0.6
k3,f133,23,0.6,0.6,1.0
k3,f134,30,0.6,0.6,0.6
k3,f135,37,0.6,0.6,1.0
k3,f136,44,0.6,0.6,0.6
k3,f137,20,0.6,0.6,0.6
k3,f138,27,0.6,0.6,1.0
k3,f139,34,0.6,0.6,0.6
k3,f140,41,0.6,0.6,1.0
k3,f141,48,0.6,0.6,0.6
k3,f142,24,0.6,0.6,1.0
k3,f143,31,0.6,0.6,0.6
k3,f144,38,0.6,0.6,0.6
k3,f145,45,0.6,0.6,0.6
k3,f146,21,0.6,0.6,0.6
k3,f147,28,0.6,0.6,1.0
k3,f148,35,0.6,0.6,0.6
k3,f149,42,0.6,0.6,0.6
k3,f150,49,0.6,0.6,0.6
k3,f151,25,0.6,0.6,1.0
k3,f152,32,0.6,0.6,0.6
k3,f153,39,0.6,0.6,1.0
k3,f154,46,0.6,0.6,0.6
k3,f155,22,0.6,0.6,0.6
k3,f156,29,0.6,0.6,0.6
k3,f157,36,0.6,0.6,0.6
k3,f158,43,0.6,0.6,0.6
k3,f159,50,0.6,0.6,0.6
k3,f160,26,0.6,0.6,1.0
k3,f161,33,0.6,0.6,0.6
k3,f162,40,0.6,0.6,1.0
k3,f163,47,0.6,0.6,0.6
k3,f164,23,0.6,0.6,0.6
k3,f165,30,0.6,0.6,1.0
k3,f166,37,0.6,0.6,1.0
k3,f167,44,0.6,0.6,0.6
k3,f168,20,0.6,0.6,0.6
k3,f169,27,0.6,0.6,0.6
k3,f170,34,0.6,0.6,1.0
k3,f171,41,0.6,0.6,0.6
k3,f172,48,0.6,0.6,0.6
k3,f173,24,0.6,0.6,0.6
k3,f174,31,0.6,0.6,0.6
k3,f175,38,0.6,0.6,1.0
k3,f176,45,0.6,0.6,0.6
k3,f177,21,0.6,0.6,0.6
k3,f178,28,0.6,0.6,0.6
k3,f179,35,0.6,0.6,1.0
k3,f180,42,0.6,0.6,0.6
k3,f181,49,0.6,0.6,0.6
k3,f182,25,0.6,0.6,1.0
k3,f183,32,0.6,0.6,0.6
k3,f184,39,0.6,0.6,1.0
k3,f185,46,0.6,0.6,0.6
k3,f186,22,0.6,0.6,1.0
k3,f187,29,0.6,0.6,0.6
k3,f188,36,0.6,0.6,1.0
k3,f189,43,0.6,0.6,0.6
k3,f190,50,0.6,0.6,0.6
k3,f191,26,0.6,0.6,1.0
k3,f192,33,0.6,0.6,0.6
k3,f193,40,0.6,0.6,0.6
k3,f194,47,0.6,0.6,0.6
k3,f195,23,0.6,0.6,1.0
k3,f196,30,0.6,0.6,1.0
k3,f197,37,0.6,0.6,0.6
k3,f198,44,0.6,0.6,0.6
k3,f199,20,0.6,0.6,0.6
k3,f200,27,0.6,0.6,1.0
k3,f201,34,0.6,0.6,0.6
k3,f202,41,0.6,0.6,1.0
k3,f203,48,0.6,0.6,0.6
k3,f204,24,0.6,0.6,1.0
k3,f205,31,0.6,0.6,0.6
k3,f206,38,0.6,0.6,1.0
k3,f207,45,0.6,0.6,0.6
k3,f208,21,0.6,0.6,0.6
k3,f209,28,0.6,0.6,1.0
k3,f210,35,0.6,0.6,1.0
k3,f211,42,0.6,0.6,0.6
k3,f212,49,0.6,0.6,0.6
k3,f213,25,0.6,0.6,1.0
k3,f214,32,0.6,0.6,0.6
k3,f215,39,0.6,0.6,0.6
k3,f216,46,0.6,0.6,0.6
k3,f217,22,0.6,0.6,0.6
k3,f218,29,0.6,0.6,1.0
k3,f219,36,0.6,0.6,0.6
k3,f220,43,0.6,0.6,0.6
k3,f221,50,0.6,0.6,0.6
k3,f222,26,0.6,0.6,0.6
k3,f223,33,0.6,0.6,0.6
k3,f224,40,0.6,0.6,1.0
k3,f225,47,0.6,0.6,0.6
k3,f226,23,0.6,0.6,0.6
k3,f227,30,0.6,0.6,1.0
k3,f228,37,0.6,0.6,1.0
k3,f229,44,0.6,0.6,0.6
k3,f230,20,0.6,0.6,0.6
k3,f231,27,0.6,0.6,1.0
k3,f232,34,0.6,0.6,0.6
k3,f233,41,0.6,0.6,0.6
k3,f234,48,0.6,0.6,0.6
k3,f235,24,0.6,0.6,1.0
k3,f236,31,0.6,0.6,0.6
k3,f237,38,0.6,0.6,1.0
k3,f238,45,0.6,0.6,0.6
k3,f239,21,0.6,0.6,0.6
k3,f240,28,0.6,0.6,1.0
k3,f241,35,0.6,0.6,0.6
k3,f242,42,0.6,0.6,0.6
k3,f243,49,0.6,0.6,0.6
k3,f244,25,0.6,0.6,1.0
k3,f245,32,0.6,0.6,0.6
k3,f246,39,0.6,0.6,0.6
k3,f247,46,0.6,0.6,0.6
k3,f248,22,0.6,0.6,1.0
k3,f249,29,0.6,0.6,0.6
k3,f250,36,0.6,0.6,0.6
k3,f251,43,0.6,0.6,0.6
k3,f252,50,0.6,0.6,0.6
k3,f253,26,0.6,0.6,0.6
k3,f254,33,0.6,0.6,0.6
k3,f255,40,0.6,0.6,1.0
k3,f256,47,0.6,0.6,0.6
k3,f257,23,0.6,0.6,1.0
k3,f258,30,0.6,0.6,1.0
k3,f259,37,0.6,0.6,1.0
k3,f260,44,0.6,0.6,0.6
k3,f261,20,0.6,0.6,0.6
k3,f262,27,0.6,0.6,0.6
k3,f263,34,0.6,0.6,1.0
k3,f264,41,0.6,0.6,1.0
k3,f265,48,0.6,0.6,0.6
k3,f266,24,0.6,0.6,1.0
k3,f267,31,0.6,0.6,0.6
k3,f268,38,0.6,0.6,0.6
k3,f269,45,0.6,0.6,0.6
k3,f270,21,0.6,0.6,0.6
k3,f271,28,0.6,0.6,0.6
k3,f272,35,0.6,0.6,0.6
k3,f273,42,0.6,0.6,0.6
k3,f274,49,0.6,0.6,0.6
k3,f275,25,0.6,0.6,0.6
k3,f276,32,0.6,0.6,0.6
k3,f277,39,0.6,0.6,0.6
k3,f278,46,0.6,0.6,0.6
k3,f279,22,0.6,0.6,0.9099999999974199
k3,f280,29,0.6,0.6,1.0
k3,f281,36,0.6,0.6,0.6
k3,f282,43,0.6,0.6,0.6
k3,f283,50,0.6,0.6,0.6
k3,f284,26,0.6,0.6,1.0
k3,f285,33,0.6,0.6,0.6
k3,f286,40,0.6,0.6,1.0
k3,f287,47,0.6,0.6,0.6
k3,f288,23,0.6,0.6,0.6
k3,f289,30,0.6,0.6,0.6
k3,f290,37,0.6,0.6,0.6
k3,f291,44,0.6,0.6,0.6
k3,f292,20,0.6,0.6,0.6
k3,f293,27,0.6,0.6,0.6
k3,f294,34,0.6,0.6,0.6
k3,f295,41,0.6,0.6,0.6
k3,f296,48,0.6,0.6,0.6
k3,f297,24,0.6,0.6,1.0
k3,f298,31,0.6,0.6,0.6
k3,f299,38,0.6,0.6,0.6
k3,f300,45,0.6,0.6,0.6
k3,f301,21,0.6,0.6,0.6
k3,f302,28,0.6,0.6,1.0
k3,f303,35,0.6,0.6,0.6
k3,f304,42,0.6,0.6,0.6
k3,f305,49,0.6,0.6,0.6
k3,f306,25,0.6,0.6,1.0
k3,f307,32,0.6,0.6,1.0
k3,f308,39,0.6,0.6,0.6
k3,f309,46,0.6,0.6,0.6
k3,f310,22,0.6,0.6,0.6
k3,f311,29,0.6,0.6,1.0
k3,f312,36,0.6,0.6,0.6
k3,f313,43,0.6,0.6,0.6
k3,f314,50,0.6,0.6,0.6
k3,f315,26,0.6,0.6,1.0
k3,f316,33,0.6,0.6,1.0
k3,f317,40,0.6,0.6,1.0
k3,f318,47,0.6,0.6,0.6
k3,f319,23,0.6,0.6,0.6
k3,f320,30,0.6,0.6,1.0
k3,f321,37,0.6,0.6,0.6
k3,f322,44,0.6,0.6,0.6
k3,f323,20,0.6,0.6,0.6
k3,f324,27,0.6,0.6,1.0
k3,f325,34,0.6,0.6,0.6
k3,f326,41,0.6,0.6,1.0
k3,f327,48,0.6,0.6,0.6
k3,f328,24,0.6,0.6,1.0
k3,f329,31,0.6,0.6,0.6
k3,f330,38,0.6,0.6,0.6
k3,f331,45,0.6,0.6,0.6
k3,f332,21,0.6,0.6,0.6
k3,f333,28,0.6,0.6,1.0
k3,f334,35,0.6,0.6,0.6
k3,f335,42,0.6,0.6,0.6
k3,f336,49,0.6,0.6,0.6
k3,f337,25,0.6,0.6,1.0
k3,f338,32,0.6,0.6,1.0
k3,f339,39,0.6,0.6,0.6
k3,f340,46,0.6,0.6,0.6
k3,f341,22,0.6,0.6,0.6
k3,f342,29,0.6,0.6,1.0
k3,f343,36,0.6,0.6,1.0
k3,f344,43,0.6,0.6,0.6
k3,f345,50,0.6,0.6,0.6
k3,f346,26,0.6,0.6,1.0
k3,f347,33,0.6,0.6,0.6
k3,f348,40,0.6,0.6,0.6
k3,f349,47,0.6,0.6,0.6
k3,f350,23,0.6,0.6,1.0
k3,f351,30,0.6,0.6,1.0
k3,f352,37,0.6,0.6,1.0
k3,f353,44,0.6,0.6,0.6
k3,f354,20,0.6,0.6,0.6
k3,f355,27,0.6,0.6,0.6
k3,f356,34,0.6,0.6,0.6
k3,f357,41,0.6,0.6,1.0
k3,f358,48,0.6,0.6,0.6
k3,f359,24,0.6,0.6,0.6
k3,f360,31,0.6,0.6,0.6
k3,f361,38,0.6,0.6,1.0
k3,f362,45,0.6,0.6,0.6
k3,f363,21,0.6,0.6,0.6
k3,f364,28,0.6,0.6,0.6
k3,f365,35,0.6,0.6,1.0
k3,f366,42,0.6,0.6,0.6
k3,f367,49,0.6,0.6,0.6
k3,f368,25,0.6,0.6,0.6
k3,f369,32,0.6,0.6,1.0
k3,f370,39,0.6,0.6,0.6
k3,f371,46,0.6,0.6,0.6
k3,f372,22,0.6,0.6,1.0
k3,f373,29,0.6,0.6,1.0
k3,f374,36,0.6,0.6,0.6
k3,f375,43,0.6,0.6,0.6
k3,f376,50,0.6,0.9159999999999123,0.6
k3,f377,26,0.6,1.0,1.0
k3,f378,33,0.6,1.0,0.6
k3,f379,40,0.6,1.0,0.6
k3,f380,47,0.6,1.0,0.6
k3,f381,23,0.6,1.0,0.6
k3,f382,30,0.6,1.0,1.0
k3,f383,37,0.6,1.0,1.0
k3,f384,44,0.6,1.0,0.6
k3,f385,20,0.6,1.0,0.6
k3,f386,27,0.6,1.0,0.6
k3,f387,34,0.6,1.0,1.0
k3,f388,41,0.6,1.0,1.0
k3,f389,48,0.6,1.0,0.6
k3,f390,24,0.6,1.0,0.6
k3,f391,31,0.6,1.0,0.6
k3,f392,38,0.6,1.0,0.6
k3,f393,45,0.6,1.0,0.6
